game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
23,12/15/2002,39-301,WAS,TOR,W (+13),40:00:00,1,9,0.111,0,0,,0,0,,2,6,8,9,2,1,0,2,7.5,
24,12/17/2002,39-303,WAS,ATL,W (+10),38:00:00,12,18,0.667,0,0,,6,6,1,0,3,3,2,0,0,1,30,22.3,
25,12/18/2002,39-304,WAS,MEM,W (+18),35:00:00,14,23,0.609,2,3,0.667,3,3,1,0,5,5,2,3,0,3,33,25.4,
26,12/21/2002,39-307,WAS,SAS,L (-11),41:00:00,8,20,0.4,0,0,,0,0,,0,5,5,3,0,1,2,16,7.1,
27,12/23/2002,39-309,WAS,DAL,L (-6),36:00:00,5,15,0.333,1,1,1,2,2,1,0,7,7,8,0,2,3,13,9.4,
28,12/26/2002,39-312,WAS,DET,L (-5),41:00:00,7,17,0.412,0,1,0,3,4,0.75,1,3,4,1,0,2,4,17,5.6,
29,12/28/2002,39-314,WAS,ATL,W (+8),35:00:00,4,10,0.4,0,1,0,2,2,1,1,3,4,5,1,1,0,10,10.6,
30,12/30/2002,39-316,WAS,ORL,L (-17),39:00:00,8,17,0.471,0,0,,5,5,1,0,8,8,9,3,0,4,21,18.4,
31,12/31/2002,39-317,WAS,SAS,W (+2),35:00:00,7,15,0.467,1,1,1,2,2,1,1,6,7,3,1,0,2,17,12.5,
32,1/2/2003,39-319,WAS,CHI,W (+25),30:00:00,4,11,0.364,0,2,0,2,2,1,1,4,5,5,2,0,3,10,7.9,
33,1/4/2003,39-321,WAS,IND,W (+3),53:00:00,14,26,0.538,3,4,0.75,10,12,0.833,3,9,12,4,3,0,2,41,35.4,
34,1/6/2003,39-323,WAS,BOS,W (+5),40:00:00,7,18,0.389,0,2,0,5,5,1,0,11,11,7,4,0,4,19,16.6,
35,1/8/2003,39-325,WAS,CHI,W (+3),33:00:00,5,13,0.385,0,0,,4,5,0.8,0,10,10,7,1,0,2,14,11.8,
36,1/10/2003,39-327,WAS,GSW,L (-5),41:00:00,7,17,0.412,0,0,,0,0,,0,2,2,5,0,1,0,14,9.3,
37,1/11/2003,39-328,WAS,NYK,W (+5),41:00:00,8,25,0.32,0,0,,7,9,0.778,5,5,10,3,1,0,2,23,13.2,
38,1/14/2003,39-331,WAS,TOR,L (-9),41:00:00,8,23,0.348,0,0,,6,6,1,2,3,5,4,3,2,2,22,16.2,
39,1/16/2003,39-333,WAS,ORL,W (+15),39:00:00,12,25,0.48,0,1,0,8,10,0.8,1,5,6,8,2,0,1,32,26.1,
40,1/18/2003,39-335,WAS,PHI,L (-8),42:00:00,10,25,0.4,0,3,0,5,6,0.833,2,6,8,7,5,1,2,25,21.3,
41,1/20/2003,39-337,WAS,DEN,W (+15),42:00:00,11,22,0.5,0,2,0,3,4,0.75,1,4,5,6,1,1,3,25,17.2,
42,1/22/2003,39-339,WAS,NOH,L (-9),38:00:00,9,21,0.429,0,0,,0,0,,0,4,4,3,3,0,2,18,10.8,
43,1/24/2003,39-341,WAS,CHI,L (-7),39:00:00,4,14,0.286,0,0,,3,4,0.75,2,3,5,3,1,1,1,11,6.7,
44,1/25/2003,39-342,WAS,MIN,L (-8),41:00:00,8,18,0.444,0,1,0,1,2,0.5,0,8,8,5,2,1,4,17,11.8,
45,1/27/2003,39-344,WAS,PHO,W (+5),38:00:00,9,14,0.643,0,0,,1,2,0.5,0,7,7,1,2,0,5,19,11.8,
46,1/29/2003,39-346,WAS,NJN,L (-8),37:00:00,4,16,0.25,0,0,,0,0,,0,5,5,5,0,0,3,8,-0.4,
47,1/30/2003,39-347,WAS,MIL,L (-7),39:00:00,11,24,0.458,0,1,0,2,3,0.667,2,2,4,4,1,0,2,24,14.6,
48,2/1/2003,39-349,WAS,NOH,W (+5),44:00:00,18,33,0.545,0,0,,9,10,0.9,1,2,3,6,1,1,2,45,31.9,
49,2/4/2003,39-352,WAS,CLE,W (+9),43:00:00,13,26,0.5,0,0,,1,1,1,0,4,4,8,4,1,2,27,22.3,
50,2/11/2003,39-359,WAS,SAC,L (-19),31:00:00,5,19,0.263,0,0,,2,2,1,2,5,7,2,0,0,1,12,4,
51,2/12/2003,39-360,WAS,LAC,W (+4),39:00:00,8,24,0.333,0,0,,7,9,0.778,2,4,6,12,2,1,2,23,17.9,
52,2/14/2003,39-362,WAS,UTA,L (-32),29:00:00,3,12,0.25,0,0,,5,5,1,1,1,2,3,0,0,2,11,4.9,
53,2/19/2003,40-002,WAS,NOH,L (-12),39:00:00,8,23,0.348,0,0,,4,6,0.667,3,3,6,2,0,2,3,20,9.1,
54,2/21/2003,40-004,WAS,NJN,W (+3),43:00:00,18,30,0.6,0,0,,7,8,0.875,0,10,10,3,4,1,1,43,36.8,
55,2/23/2003,40-006,WAS,DAL,L (-5),52:00:00,14,26,0.538,0,0,,2,2,1,2,7,9,3,2,1,6,30,18.5,
56,2/25/2003,40-008,WAS,IND,W (+5),41:00:00,11,25,0.44,0,0,,3,4,0.75,0,6,6,3,1,0,1,25,14.6,
57,2/27/2003,40-010,WAS,HOU,W (+2),50:00:00,15,26,0.577,0,0,,5,7,0.714,0,11,11,6,0,0,3,35,25.3,
58,3/1/2003,40-012,WAS,CHI,W (+8),43:00:00,7,18,0.389,0,2,0,3,4,0.75,0,8,8,8,0,0,2,17,12,
59,3/2/2003,40-013,WAS,MIA,L (-10),39:00:00,9,27,0.333,0,1,0,3,3,1,1,7,8,2,1,3,0,21,12.2,
60,3/4/2003,40-015,WAS,TOR,L (-3),15:00,2,5,0.4,0,0,,0,0,,1,2,3,2,0,0,3,4,0.6,
61,3/5/2003,40-016,WAS,LAC,W (+19),24:00:00,4,14,0.286,0,0,,2,2,1,3,6,9,0,0,0,1,10,3.9,
62,3/7/2003,40-018,WAS,MIL,L (-3),43:00:00,11,24,0.458,0,1,0,5,6,0.833,0,9,9,3,2,0,1,27,19.2,
63,3/9/2003,40-020,WAS,NYK,L (-1),43:00:00,13,22,0.591,0,0,,13,15,0.867,1,7,8,1,1,0,3,39,28.3,
64,3/11/2003,40-022,WAS,ORL,W (+1),40:00:00,10,18,0.556,0,0,,3,3,1,0,4,4,2,2,0,9,23,8.4,
65,3/14/2003,40-025,WAS,DET,L (-10),40:00:00,6,18,0.333,0,0,,3,4,0.75,1,4,5,4,2,1,0,15,11,
66,3/15/2003,40-026,WAS,MIA,W (+7),39:00:00,9,18,0.5,0,1,0,1,1,1,2,6,8,1,2,2,3,19,13.1,
67,3/18/2003,40-029,WAS,DET,L (-4),50:00:00,10,25,0.4,0,1,0,3,4,0.75,1,10,11,3,0,0,2,23,12.1,
68,3/21/2003,40-032,WAS,PHO,L (-26),36:00:00,4,12,0.333,0,1,0,6,6,1,2,3,5,2,1,1,2,14,10.6,
69,3/23/2003,40-034,WAS,GSW,L (-6),42:00:00,11,23,0.478,1,1,1,1,1,1,0,5,5,4,2,0,3,24,14.8,
70,3/25/2003,40-036,WAS,POR,W (+4),41:00:00,11,19,0.579,0,0,,3,4,0.75,0,5,5,7,2,0,1,25,21.5,
71,3/26/2003,40-037,WAS,SEA,W (+6),44:00:00,12,22,0.545,0,0,,2,3,0.667,1,9,10,4,2,1,4,26,18.7,
72,3/28/2003,40-039,WAS,LAL,L (-14),41:00:00,10,20,0.5,0,0,,3,4,0.75,0,0,0,4,1,0,1,23,15,
73,3/30/2003,40-041,WAS,DEN,L (-16),37:00:00,9,23,0.391,0,1,0,1,2,0.5,1,4,5,2,1,0,5,19,5,
74,4/2/2003,40-044,WAS,SAC,L (-6),42:00:00,8,17,0.471,0,0,,1,2,0.5,0,1,1,4,0,0,1,17,9.2,
75,4/3/2003,40-045,WAS,ATL,L (-2),43:00:00,10,23,0.435,0,1,0,2,2,1,1,13,14,7,2,0,0,22,20.6,
76,4/6/2003,40-048,WAS,BOS,W (+1),47:00:00,10,22,0.455,1,1,1,4,4,1,2,11,13,7,2,0,2,25,22,
77,4/8/2003,40-050,WAS,CLE,W (+9),46:00:00,10,19,0.526,1,1,1,5,5,1,3,7,10,3,3,1,1,26,25.7,
78,4/9/2003,40-051,WAS,BOS,L (-4),43:00:00,8,17,0.471,1,2,0.5,4,4,1,0,10,10,1,2,0,1,21,16.2,
79,4/11/2003,40-053,WAS,MIA,W (+4),40:00:00,11,26,0.423,0,1,0,3,3,1,1,1,2,4,2,0,1,25,15.2,
80,4/12/2003,40-054,WAS,ATL,L (-1),30:00:00,8,16,0.5,0,0,,1,2,0.5,2,6,8,6,1,1,2,17,14.5,
81,4/14/2003,40-056,WAS,NYK,L (-14),37:00:00,9,22,0.409,0,3,0,3,3,1,1,7,8,1,1,0,2,21,11.3,
82,4/16/2003,40-058,WAS,PHI,L (-20),28:00:00,6,15,0.4,0,0,,3,4,0.75,0,4,4,4,0,0,2,15,8.5,
